Repo,commit_message,time,churn,insertions,deletions,files_changed
csc216-002-P1-015,b'Adjusted pastBreedTime for PurePredator.',1476638671,1,1,1,1
csc216-002-P1-015,b'Changed the way pastBreedTime is checked.',1476638407,1,1,1,1
csc216-002-P1-015,b'Changed the implementation of the breeding method.',1476637497,2,32,16,2
csc216-002-P1-015,b'Added setters for the timeSince methods.',1476637026,2,5,17,2
csc216-002-P1-015,b'Cleaned up PurePrey code.',1476636366,2,29,24,2
csc216-002-P1-015,b'Added an age restriction on PurePrey.',1476636124,1,1,3,1
csc216-002-P1-015,b'Adjusted pastBreedTime for PurePrey.',1476635686,1,1,1,1
csc216-002-P1-015,b'Removed repetitive check from move method.',1476634106,2,10,14,2
csc216-002-P1-015,b'Adjusted size check before for loop.',1476632311,1,5,5,1
csc216-002-P1-015,b'Edited the correct row number check.',1476631528,1,2,5,1
csc216-002-P1-015,b'Restricted row size to only be 20.',1476630776,1,1,1,1
csc216-002-P1-015,b'Added null where an EMPTY space is found.',1476630711,1,0,2,1
csc216-002-P1-015,b'Added another location where row size is checked.',1476630410,1,6,7,1
csc216-002-P1-015,b'Changed where I checked the row size in AutomataSimulator constructor.',1476629638,1,7,8,1
csc216-002-P1-015,b'Prevented the addition of rows past 20.',1476629172,1,0,4,1
csc216-002-P1-015,"bChecked for the correct row value after simpleSystem's creation.""""""""Checked for the correct row value after simpleSystem's creation.""""Checked for the correct row value after simpleSystem's creation.""",1476627829,1,1,1,1
csc216-002-P1-015,b'Checked row size after simpleSystem is done being created.',1476627468,1,0,4,1
csc216-002-P1-015,b'Checked for correct row size.',1476627233,1,2,5,1
csc216-002-P1-015,b'Incremented age in even if they PurePrey is disabled.',1476626792,1,1,1,1
csc216-002-P1-015,b'Restricted breeding by using age.',1476615991,1,1,1,1
csc216-002-P1-015,b'Added a breed check to PurePrey act method.',1476615722,1,3,5,1
csc216-002-P1-015,b'Fixed testGetNamesMethod.',1476615413,1,1,1,1
csc216-002-P1-015,b'Adjusted getName method.',1476615179,2,4,4,2
csc216-002-P1-015,b'Fixed getNames method.',1476614598,2,2,6,2
csc216-002-P1-015,b'Removed time since last meal and last breed incrementing from Animal.',1476613451,1,15,0,1
csc216-002-P1-015,b'Incremented time since last meal for PurePrey.',1476613251,1,0,2,1
csc216-002-P1-015,b'Incremented time since the last meal for PurePredator and PredatorPrey.',1476613199,2,0,4,2
csc216-002-P1-015,b'Changed how I implemented act method.',1476612563,3,3,9,3
csc216-002-P1-015,b'Restricted time in pastBreedTime to be greater than 1.',1476611991,1,1,1,1
csc216-002-P1-015,b'Incremented time since last breed in act method.',1476608509,2,4,2,2
csc216-002-P1-015,b'Added eating checks to PurePrey to keep track of increments.',1476608174,1,1,4,1
csc216-002-P1-015,"bIncremented time since the PurePrey's last meal when it tries to eat.""""""""Incremented time since the PurePrey's last meal when it tries to eat.""""Incremented time since the PurePrey's last meal when it tries to eat.""",1476607979,1,0,1,1
csc216-002-P1-015,b'Changed the way the times were implemented.',1476607563,1,2,2,1
csc216-002-P1-015,b'Changed the number in the randomGenerator.',1476606845,1,1,1,1
csc216-002-P1-015,b'Adjusted pastBreedTime for PurePreddator and PredatorPrey.',1476606461,2,2,2,2
csc216-002-P1-015,b'Readjusted when PurePrey wants to breed.',1476606223,1,1,1,1
csc216-002-P1-015,"bAdjusted pastBreedTime for PurePrey so it can't produce at age 0.""""""""Adjusted pastBreedTime for PurePrey so it can't produce at age 0.""""Adjusted pastBreedTime for PurePrey so it can't produce at age 0.""",1476606076,1,1,1,1
csc216-002-P1-015,b'Readjusted pastBreedTime for PurePrey.',1476605912,1,1,1,1
csc216-002-P1-015,b'Adjusted pastBreedTime for PurePrey.',1476605728,1,1,1,1
csc216-002-P1-015,b'Inremented time since last breed after fail to breed.',1476605406,1,6,2,1
csc216-002-P1-015,b'Incremented time since breed and time since last meal in new places.',1476604243,1,0,5,1
csc216-002-P1-015,b'Initialized canActThisStep to false;',1476568434,2,44,40,2
csc216-002-P1-015,b'Added checks to make sure animals are enabled before acting.',1476567903,1,33,37,1
csc216-002-P1-015,b'Added a check for the size of the grid.',1476567509,1,0,3,1
csc216-002-P1-015,b'Added check for mismatched number of inputs given.',1476567190,1,0,4,1
csc216-002-P1-015,b'Fixed symbol check.',1476566906,1,8,16,1
csc216-002-P1-015,b'Added check for invalid symbol.',1476566339,1,0,6,1
csc216-002-P1-015,b'Adjusted display names.',1476565985,1,1,1,1
csc216-002-P1-015,b'Corrected display names.',1476565851,1,2,4,1
csc216-002-P1-015,b'Applied threshold to number of organisms.',1476565583,1,2,7,1
csc216-002-P1-015,b'Checked for incorrect number of characters in a row.',1476565152,1,0,3,1
csc216-002-P1-015,b'Implemented the enableTheLiving method into step method.',1476564885,1,8,1,1
csc216-002-P1-015,b'Implemented buryTheDead method into step.',1476564697,1,8,1,1
csc216-002-P1-015,b'Incremented eating and breeding times in correct places.',1476564480,1,0,11,1
csc216-002-P1-015,b'Adjusted pastBreedTime methods.',1476564175,4,11,28,4
csc216-002-P1-015,b'Increased coverage in PaintedLocation.',1476562773,1,1,7,1
csc216-002-P1-015,b'Fixed some more PMD errors.',1476561028,3,85,92,3
csc216-002-P1-015,b'Fixed PMD errors.',1476559566,5,8,19,5
csc216-002-P1-015,b'Deleted unnecessary tests.',1476558830,10,112,104,10
csc216-002-P1-015,b'Increased coverage in PredatorPrey.',1476557126,5,12,46,5
csc216-002-P1-015,b'Started implementing AutomataSimulator test.',1476554070,8,34,89,8
csc216-002-P1-015,b'Implemented AutomataSimulator methods.',1476545198,1,5,41,1
csc216-002-P1-015,b'Implemented constructor AutomataSimulator(String).',1476543270,1,3,42,1
csc216-002-P1-015,b'Started implementing the AutomataSimulator constructors.',1476537597,1,6,67,1
csc216-002-P1-015,b'Added fields to AutomataSimulator.',1476533570,1,1,10,1
csc216-002-P1-015,b'Implemented PaintedLocation methods.',1476533044,3,43,7,3
csc216-002-P1-015,b'Started testing the Ecosystem class.',1476514068,3,59,292,3
csc216-002-P1-015,b'Implemented PurePrey.',1476495112,2,8,101,2
csc216-002-P1-015,b'Started tests for PredatorPrey.',1476493653,3,4,90,3
csc216-002-P1-015,b'Implemented PredatorPrey methods.',1476493071,1,7,15,1
csc216-002-P1-015,b'Started tests for PurePredator.',1476492337,2,11,34,2
csc216-002-P1-015,b'Implemented PurePredator methods.',1476491242,4,72,85,4
csc216-002-P1-015,b'Finished implementing Animal methods.',1476489961,1,8,58,1
csc216-002-P1-015,b'Implemented methods to accommodate for the middle of the food chain.',1476489360,3,25,100,3
csc216-002-P1-015,b'Implemented methods in Animal.',1476484046,4,17,38,4
csc216-002-P1-015,b'Added fields to the Animal class.',1476483105,1,0,9,1
csc216-002-P1-015,b'Wrote tests for Configs class.',1476448135,1,95,119,1
csc216-002-P1-015,b'Implemented Configs methods.',1476446199,1,15,25,1
csc216-002-P1-015,b'Created all of the fields for Configs.',1476445645,1,1,9,1
csc216-002-P1-015,b'Added unimplemented tests for the project classes.',1476439903,7,0,458,7
csc216-002-P1-015,b'Made PaintedLocation extend Location.',1476439113,1,2,4,1
csc216-002-P1-015,b'Copied over given EcoGrid interface and SimulatorGUI.',1476438707,2,17,291,2
csc216-002-P1-015,b'Added method headers for AutomataSimulator methods.',1476438558,1,1,24,1
csc216-002-P1-015,b'Added method headers for SimulatorInterface methods.',1476438412,1,1,8,1
csc216-002-P1-015,b'Added method headers for PaintedLocation methods.',1476438281,1,0,3,1
csc216-002-P1-015,b'Added methods for PaintedLocation methods.',1476438220,1,1,15,1
csc216-002-P1-015,b'Added method headers for Location methods.',1476438050,1,2,14,1
csc216-002-P1-015,b'Added method headers for Ecosystem methods.',1476437870,1,1,82,1
csc216-002-P1-015,b'Added method headers for EcoGrid methods.',1476437685,2,2,28,2
csc216-002-P1-015,b'Added method headers for PurePrey methods.',1476437315,3,3,46,3
csc216-002-P1-015,b'Added method headers for PredatorPrey methods.',1476436964,1,1,31,1
csc216-002-P1-015,b'Added method headers for PurePredator methods.',1476436788,1,1,29,1
csc216-002-P1-015,b'Added method headers for Animal methods.',1476436493,1,1,59,1
csc216-002-P1-015,b'Wrote method headers for Configs methods.',1476435491,1,0,55,1
csc216-002-P1-015,b'Changed EcoSystem to Ecosystem.',1476434840,2,12,12,2
csc216-002-P1-015,b'Finished skeleton.',1476434678,12,0,128,12
csc216-002-P1-015,b'Added GUI class.',1476396568,1,0,5,1
csc216-002-P1-015,b'Recreated the project as a Java Project and added necessary packages.',1476396353,6,0,35,6
csc216-002-P1-015,b'Added black box test plan.',1474708893,1,0,0,1
csc216-002-P1-015,b'Changed the name of the project to Project1.',1474687660,1,1,1,1
csc216-002-P1-015,b'Completed my design proposal.',1474678735,2,0,11,2
csc216-002-P1-015,b'Initial commit',1470765372,0,0,0,0
csc216-002-P1-016,b'Project 1: Jenkins fixes\n\n* Checkstyle and PMD miscellaneous fixes',1476512306,87,122,103,87
csc216-002-P1-016,b'Project 1: Fixed error in Configs\n\n* Fixed error in Configs that was caused by trying to appease Jenkins.\nShould undo errors with test cases that were caused by them...',1476511851,1,3,3,1
csc216-002-P1-016,b'Project 1: Completed black box testing mild Jenkins fixes\n\n* Completed black box testing and fixed some Jenkins issues\n\n* Regenerated javadoc\n\n* Wrapping up with any last Jenkins issues',1476511454,90,122,120,90
csc216-002-P1-016,b'Project 1: Completed testcases for AutomataSimulator class 100% coverage\n\n* Completed test cases for the AutomataSimulator class with 100%\ncoverage fixing minor errors in the class itself\n\n* Regenerated javadoc\n\n* Next black box testing and jenkins fixes',1476510102,93,412,1038,93
csc216-002-P1-016,b'Project 1: Completed AutomataSimulator class\n\n* Completed implementation of AutomataSimulator.\n\n* Re-generated javadoc\n\n* Next test cases for AutomataSimulator',1476506354,20,391,415,20
csc216-002-P1-016,b'Project 1: Completed Ecosystem test case with 100% coverage\n\n* Completed the Ecosystem test case with 100% coverage yay!\n\n* Regenerated javadoc\n\n* Next implementation of the simulator itself',1476500927,21,290,194,21
csc216-002-P1-016,b'Project 1: Completed Animal child class tests with 100% coverage\n\n* Completed tests for Animal child classes with 100% coverage for all\nthree and ~96% coverage for Animal itself.\n\n* Generated javadoc\n\n* Next completion of the Ecosystem test case',1476498422,95,631,4873,95
csc216-002-P1-016,b'Project 1: Implemented Ecosystem\n\n* Implemented the Ecosystem class\n\n* Next test cases for all Animal child classes + Ecosystem to ensure\nthey are working properly...',1476400906,1,18,67,1
csc216-002-P1-016,b'Project 1: Completed implementation of Animal child classes\n\n* Completed implementation of PurePrey PredatorPrey and PurePredator\nclasses\n\n* Next completion of test cases + Ecosystem',1476399591,4,23,122,4
csc216-002-P1-016,"bProject 1: Created tests for Location/PaintedLocation finished Animal\n\n* Finished initial implementation of Animal; still yet to test\n\n* Finished test cases for Location and PaintedLocation with passing\ntests and 100% coverage for both.\n\n* Next implementation of Animal's child classes""""""""Project 1: Created tests for Location/PaintedLocation finished Animal\n\n* Finished initial implementation of Animal; still yet to test\n\n* Finished test cases for Location and PaintedLocation with passing\ntests and 100% coverage for both.\n\n* Next implementation of Animal's child classes""""Project 1: Created tests for Location/PaintedLocation finished Animal\n\n* Finished initial implementation of Animal; still yet to test\n\n* Finished test cases for Location and PaintedLocation with passing\ntests and 100% coverage for both.\n\n* Next implementation of Animal's child classes""",1476320649,3,65,64,3
csc216-002-P1-016,b'Project 1: Completed Configs worked on Ecosystem and Animal\n\n* Completed implementation of Configs class\n\n* Implemented a couple of methods in Ecosystem\n\n* Implemented several methods in Animal',1476319771,4,51,151,4
csc216-002-P1-016,b'Project 1: Fixed incorrect @author tags',1475976882,7,7,7,7
csc216-002-P1-016,b'Project 1: Created JUnit tests for all concrete classes',1475889513,27,134,631,27
csc216-002-P1-016,"bProject 1: Added animal's eat() method + fixed javadoc""""""""Project 1: Added animal's eat() method + fixed javadoc""""Project 1: Added animal's eat() method + fixed javadoc""",1475889203,20,260,107,20
csc216-002-P1-016,b'Project 1: Fixed minor errors in method naming & titling',1475888926,22,33,33,22
csc216-002-P1-016,b'Project 1: Completed fixing minor errors for skeleton',1475888584,23,641,158,23
csc216-002-P1-016,b'Project 1: Completed filling out methods and fields for all classes',1475888460,75,17,13814,75
csc216-002-P1-016,b'Project 1: Added fields + methods for classes in Actor and Environment',1475886951,8,27,568,8
csc216-002-P1-016,b'Project 1: Fixed @author names\n\n* Fixed author in all student-made classes switching from computer name\nto actual student name...',1475862536,10,10,10,10
csc216-002-P1-016,b'Project 1 Part 2: Created all required classes\n\n* Created all required classes for Project 1. Did not fill in variables\nor methods yet...\n\n* Next creation of all required fields and methods',1475862423,12,0,466,12
csc216-002-P1-016,b'Project 1: Created UML diagram and filled out Design Proposal Document\n\n* After much thought constructed a UML diagram of all the potential\nrequired classes for an implementation of Project 1\n\n* Filled out Design Proposal document inserting UML diagram as PNG\n\n* Project 1 Complete! :D',1474514129,5,0,0,5
csc216-002-P1-016,"bProject 1: Completed Black Box tests\n\n* Completed writing three different black box tests- one for properly\nopening the program one for testing step running and one for testing\ncustom configuration usage.\n\n* Next creation of project's UML diagram""""""""Project 1: Completed Black Box tests\n\n* Completed writing three different black box tests- one for properly\nopening the program one for testing step running and one for testing\ncustom configuration usage.\n\n* Next creation of project's UML diagram""""Project 1: Completed Black Box tests\n\n* Completed writing three different black box tests- one for properly\nopening the program one for testing step running and one for testing\ncustom configuration usage.\n\n* Next creation of project's UML diagram""",1474420529,3,0,0,3
csc216-002-P1-016,b'Project 1: Created Project 1 downloaded BBT & Design Proposal documents\n\n* Cloned P1 repository created Project 1 java project and connected it\n\n* Created project_docs folder and downloaded templates for black box\ntests and design proposal\n\n* Next creation of 3 black box tests',1474415297,8,0,35,8
csc216-002-P1-016,b'Initial commit',1470765377,0,0,0,0
csc216-002-P1-017,b'Added finished BBTP generated Javadoc',1476470777,89,189,270,89
csc216-002-P1-017,b'Moved incrementing breed/eat times to child Animal classes',1476456349,4,3,5,4
csc216-002-P1-017,b'Fixed pastBreedTime back to appropriate logic',1476422632,3,3,3,3
csc216-002-P1-017,b'Test change to pastBreedTime to attempt to satisfy Jenkins',1476422452,3,3,3,3
csc216-002-P1-017,b'Fixed a misspelled text file made small style changes',1476420894,4,29,29,4
csc216-002-P1-017,b'Added tests for pastBreedTime',1476418685,4,6,62,4
csc216-002-P1-017,b'Changed logic for Animal act methods achieved 100% coverage',1476416047,7,65,57,7
csc216-002-P1-017,b'Changed file addresses from \\\\ to / to try to pass Jenkins tests',1476401042,1,19,19,1
csc216-002-P1-017,b'Finished all tests and ensured passing generated Javadoc',1476400136,108,197,18486,108
csc216-002-P1-017,b'Added tests for Ecosystem Location PaintedLocation\n\nAlso started tests for AutomataSimulator',1476292518,8,43,237,8
csc216-002-P1-017,b'Added tests to child Animal classes and Ecosystem',1476165816,4,119,242,4
csc216-002-P1-017,b'Implemented tests for Animal fixed style issues',1476151035,6,127,108,6
csc216-002-P1-017,b'Added some test cases fixed program to properly run simulation',1476058117,9,140,309,9
csc216-002-P1-017,b'Finalized program (still buggy) added tests for helper methods',1475871065,9,44,174,9
csc216-002-P1-017,b'Fixed all CheckStyle notifications',1475818304,2,2,2,2
csc216-002-P1-017,b'Tweaked AutomataSimulator to get program to run added Javadoc to tests',1475818042,15,45,320,15
csc216-002-P1-017,b'Implemented helper method for reading config file and getView()',1475810164,1,5,113,1
csc216-002-P1-017,b'Implemented fillEcosystem helper method',1475781518,1,0,66,1
csc216-002-P1-017,b'Finished adding Javadoc to all classes',1475775286,4,5,131,4
csc216-002-P1-017,b'Added default clause to findFirstEmptyNeighbor while switch\n\nAlso fixed errant Javadoc in EcoGrid',1475771963,2,10,9,2
csc216-002-P1-017,b'Commented and made slight additions to all classes in actor package\n\nAlso enabled static analysis tools',1475771198,10,55,534,10
